vol,honbun_seg
175,今は昔/海雲比丘/道を行き給ふに/十余歳ばかりなる童子/道に逢ひぬ/比丘/童に問ひていはく//何の料の童ぞ/とのたまふ/童/答へていはく//ただ/道にまかる者にて候ふ/と言ふ/比丘いはく//なんぢは法華経は読みたりや/と問へば/童いはく//法華経と申し候はんものこそ/いまだ名をだにも聞き候はね/と申す/比丘またいはく//さらば/わが房に具して行きて/法華経教へん/とのたまへば/童//仰せに従ふべし/と申して/比丘の御供に行く/五台山の房に行き着きて/法華経を教へ給ふ/経を習ふほどに/小憎/常に来たりて物語を申す/誰人と知らず/比丘ののたまふ//常に来たる小大徳をば/童は知りたりや/と/童//知らず/と申す/比丘のいはく//これこそ/この山に住み給ふ文殊よ/われに物語しに来給ふなり/と/かやうに教へ給へども/童は文殊といふことも知らず候ふなり/されば/何とも思ひ奉らず/比丘/童にのたまふ//なんぢ/ゆめゆめ女人に近付くことなかれ/あたりを払ひて/馴るることなかれ/と/童/ものへ行くほどに/葦毛なる馬に乗りたる女人の/いみじく化粧して美しきが/道に会ひぬ/この女のいはく//われ/この馬の口引てたべ/道のゆゆしく悪しくて/落ぬべく覚ゆるに/と言ひけれども/童/耳にも聞き入れずして行くに/この馬あらだちて/女逆さまに落ちぬ/恨みていはく//われを助けよ/すでに死ぬべく覚ゆるなり/と言ひけれども/なほ耳に聞き入れず//わが師の//女人の傍らへ寄ることなかれ/とのたまひしに/と思ひて/五台山へ帰りて/女のありつるやうを比丘に語り申して//されども/耳にも聞き入れずして/帰り候ひぬ/と申しければ//いみじくしたり/その女は/文殊の化して/なんぢが心を見給ふにこそあるなれ/とて讃め給ひけり/さるほどに/童は法華経一部読み終へにけり/その時/比丘のたまはく//なんぢ/法華経をば読み果てぬ/今は法師になりて/受戒すべし/とて/法師になされぬ//受戒をば/われは授くべからず/東京の禅定寺にいまする倫法師と申す人/このごろ/おほやけの宣旨を蒙りて受戒行ふ人なり/その人のもとへ行きて受くべきなり/ただし/今はなんぢを見るまじきことのあるなり/とて/泣き給ふことかぎりなし/童の申す//受戒つかまつりては/すなはち帰り参り候ふべし/いかに思し召して/かくは仰せ候ふぞ/と/また//いかなれば/かく泣かせ給ふぞ/と申せば//ただ悲しきことのあるなり/とて泣き給ふ/さて童に//戒師のもとに行きたらんに/いづ方より来たる人ぞ/と問はば//清冷山の海雲比丘のもとより/とす申べきなり/と教へ給ひて/泣く泣く見送り給ひぬ/童/仰せに従ひて/倫法師のもとに行きて/受戒すべきよし申しければ/案のごとく//いづ方より来たる人ぞ/と問ひ給ひければ/教へ給ひつるやう申しければ/倫法師/驚きて//貴きことなり/とて/礼拝していはく//五台山には/文殊の限り住み給ふ所なり/なんぢ沙弥は/海雲比丘の善知識にあひて/文殊をよく拝み奉りけるにこそありけれ/とて/貴ぶことかぎりなし/さて/受戒して/五台山へ帰りて/日ごろゐたりつる房のあり所をみれば/すべて人の住みたる気色なし/泣く泣くひと山を尋ね歩けども/つひにあり所なし/これは/優婆崛多の弟子の僧/かしこけれども/心弱く/女に近付きけり/これは/いとけなけれども/心強くて/女人に近付かず/かるがゆゑに/文殊/これをかしこき者なれば/教化して仏道に入らしめ給ふなり/されば/世の人/戒をば破るべからず/
176,今は昔/遍照寺僧正寛朝といふ人/仁和寺をも知りたりければ//仁和寺の破れたる所/修理せさす/とて/番匠どもあまた集ひて作りけり/日暮れて/番匠ども/おのおの出でて後に//今日の造作はいかほどしたるぞ/と//見ん/と思ひて/僧正/中結うちして/高足駄履きて/杖つきて/ただ一人歩み来て/あがる杭ども結ひたるもとに立ち回りて/なま夕暮れに見られたるほどに/黒き装束したる男の/烏帽子引き垂れて/顔たしかにも見えずして/僧正の前に出で来て/ついゐて刀を逆さまに抜きて/引き隠したるやうにもてなして/ゐたりければ/僧正//彼は何者ぞ/と問ひけり/男/片膝をつきて//わび人に侍り/寒さの耐へがたく侍るに/その奉りたる御衣/一つ二つおろし申さんと思ひ給ふるなり/と言ふままに/飛びかからんと思ひたる気色なりければ//ことにもあらぬことにこそあんなれ/かくに恐しげに脅さずとも/ただ乞はで/けしからぬ主の心ぎはかな/と言ふままに/ちうと立ちめぐりて/尻をふたと蹴たりければ/蹴らるるままに/男かき消ちて/見えずなりにければ/やはら歩み帰りて/坊のもと近く行きて//人やある/と高やかに呼びければ/坊より小法師/走り来にけり/僧正//行きて/火灯して来よ/ここに/わが衣剥がんとしつる男の/にはかに失せぬるが怪しければ/見んと思ふぞ/法師ばら呼び具して来/とのたまひければ/小法師/走り帰りて//御房/引剥にあはせ給ひたり/御房たち/参り給へ/と呼ばはりければ/坊々にありとある僧ども/火灯し/太刀さげて/七/八十人と出で来にけり//いづくに盗人は候ふぞ/と問ひければ//ここにゐたりつる盗人の/わが衣を剥がんとしつれば/剥がれては寒かりぬべく思えて/尻をほうと蹴たれば/失せぬるなり/火を高く灯して/隠れたるかと見よ/とのたまひければ/法師ばら//をかしくも仰せらるるかな/とて/火をうち振りつつ/上ざまを見るほどに/あがる杭の中に落ち詰まりて/えはたらかぬ男あり//かしこにこそ人は見え侍りけれ/番匠にやあらんと思へども/黒き装束したり/と言ひて/登りて見れば/あがる杭の中に落ち挟まりて/みじろぐべきやうもなくて/倦んじ顔作りてあり/逆手に抜きたりける刀は/いまだ持ちたり/それを見付けて/法師ばら寄りて/刀も/髻/腕とを取りて/引き上げて下して/率て参りたり/具して坊に帰りて//今より後/老法師とてなあなづりそ/いとびんなきことなり/と言ひて/着たりける衣の中に/綿厚かりけるを脱ぎて取らせて/生ひ出だしてやりてけり/
177,昔/経頼といひける相撲の家の傍らに/古川のありけるが/深き淵なる所ありけるに/夏/その川の近く/木陰のありければ/帷ばかり着て/中結ひて/足駄履きて/またふり杖といふものつきて/小童一人供に具して/とかく歩きけるが//涼まん/とて/その淵の傍らの木陰にゐにけり/淵青く/恐しげにて/底も見えず/蘆/薦などいふもの/生ひしげりけるを見て/汀近く立てりけるに/あなたの岸は六/七段ばかりはのきたるらんと見ゆるに/水のみなぎりて/こなたざまに来ければ//何のするにかあらん/と思ふほどに/この方の汀近くなりて/蛇の頭をさし出でたりければ//この蛇大きならんかし/外ざまに上らんとするにや/と見立てりけるほどに/蛇/頭をもたげて/つくづくとまもりけり//いかに思ふにかあらん/と思ひて/汀一尺ばかりのきて/端近く立ちて見ければ/しばしばかり/まもりまもりて/頭を引き入れてけり/さて/あなたの岸ざまに/水みなぎると見けるほどに/またこなたざまに/水波立ちて後/蛇の/尾を汀よりさし上げて/わが立てる方ざまにさし寄せければ//この蛇/思ふやうのあるにこそ/とて/まかせて見立てりければ/なほさし寄せて/経頼が足を三返四返ばかりまとひけり//いかにせんずるにかあらん/と思ひて立てるほどに/まとひ得て/きしきしと引きければ//川に引き入れんとするにこそありけれ/と/その折に知りて/踏み強りて立てりければ//いみじう強く引く/と思ふほどに/履きたる足駄の歯を踏み折りつ/引き倒されぬべきを/かまへて踏み直りて立てれば/強く引くともおろかなり/引き取られぬべく覚ゆるを/足を強く踏み立てければ/かたつらに五/六寸ばかり/足を踏み入れて立てりけり//よく引くなり/と思ふほどに/縄などの切るるやうに/切るるままに/水中に血のさし湧き出づるやうに見えければ//切れぬるなりけり/とて/足を引きければ/蛇/引きさして上りけり/その時/足にまとひたる尾を引きほどきて/足を水に洗ひけれども/蛇の跡失せざりければ//酒にてぞ洗ふ/と人の言ひければ/酒取りにやりて/洗ひなどして後に/従者ども呼びて/尾の方を引き上げさせたりければ/大きなりなどもおろかなり/切り口の大きさ/渡り一尺ばかりあるらんとぞ見えける/頭の方の切れを見せにやりければ/あなたの岸に/大きなる木の根のありけるに/頭の方を/あまた返りまとひて/尾をさしおこして/足をまとひて引くなりけり/力の劣りて/中より切れにけるなめり/わが身の切るるをも知らず引きけん/あさましきことなりかし/その後//蛇の力のほど/いくたりばかりの力にかありしと試みん/とて/大きなる縄を/蛇の巻きたる所に付けて/人十人ばかりして引かせけれども//なほ足らず/なほ足らず/と言ひて/六十人ばかりかかりて引きける時にぞ//かばかりぞ覚えし/と言ひける/それを思ふに/経頼が力は/さは百人ばかりが力を持たるにやと思ゆるなり/
178,今は昔/遣唐使の唐土にある間に妻をまうけて/子を生ませつ/その子/いまだいとけなきほどに/日本に帰る/妻に契りていはく//異遣唐使行かんにつけて/消息やるべし/また/この子/乳母離れんほどには/迎へ取るべし/と契りて/帰朝しぬ/母/遣唐使の来るごとに//消息やある/と尋ぬれど/あへて音もなし/母/おほきに恨みて/この児を抱きて/日本へ向きて/児の首に//遣唐使それがしが子/といふ簡を書きて/結ひ付けて//宿世あらば/親子の中は行き逢ひなん/と言ひて/海に投げ入れて帰ぬ/父/あるとき難波の浦の辺を行くに/沖の方に/島の浮びたるやうにて/白きもの見ゆ/近くなるままに見れば/童に見なしつ/怪しければ/馬をひかへて見れば/いと近く寄り来るに/四つばかりなる児の/白くをかしげなる/波につきて寄り来たり/馬をうち寄せて見れば/大きなる魚の背中に乗れり/従者をもちて/抱き取らせて見ければ/首に簡あり//遣唐使それがしが子/と書けり//さは/わが子にこそありけれ/唐土にて/言ひ契りし児を/問はずとて/母が腹立ちて海に投げ入れてけるが/しかるべき縁ありて/かく魚に乗りて来たるなめり/と/あはれに思えて/いみじうかなしくて養ふ/遣唐使の行きけるに付けて/このよしを書きやりたりければ/母も今ははかなきものに思ひけるに/かくと聞きてなん//希有のことなり/と悦びける/さて/この子/大人になるままに/手をめでたく書きけり/魚に助けられたりければ/名をば魚養とぞ付たりける/七大寺の額どもは/これが書きたるなりけり/
179,これも今は昔/新羅国に后おはしけり/その后/忍ひて密男をまうけてけり/帝/このよしを聞き給ひて/后を捕へて/髪に縄を付けて/上へ吊り付きて/足を二/三尺引き上げて置きたりければ/すべきやうもなくて/心の内に思ひ給ひけるやう//かかる悲しき目を見れども/助くる人もなし/伝へて聞けば/この国より東に/日本といふ国あなり/その国に/長谷観音と申す仏/現じ給ふなり/菩薩の御慈悲/この国まで聞こえてはかりなし/頼みをかけ奉らば/などてかは助け給はざらん/とて/目をひさぎて念じ入り給ふほどに/金の榻/足の下に出で来ぬ/それを踏まへて立てるに/すべて苦しみなし/人の見るには/この榻見えず/日ごろありて/許され給ひぬ/後に后/持ち給へる宝どもを/多く使をさして/長谷寺に奉り給ふ/その中に/大きなる鈴/鏡/金の簾/今にありとぞ/かの観音/念じ奉れば/他国の人も/験蒙らずといふことなしとなん/
180,これも今は昔/筑紫に大夫さだしげと申す者ありけり/このごろある/箱崎の大夫のりしげが祖父なり/そのさだしげ/京上りしけるに//故宇治殿に参らせ/また/私の知りたる人々にも心ざさん/とて/唐人に物を六/七千疋がほど借るとて/太刀を十腰ぞ質に置きける/さて/京に上りて/宇治殿に参らせ/思ひのままに私の人々にやりなどして/帰り下りけるに/淀にて舟に乗りけるほどに/人まうけしたりければ/これう//))食ひなどしてゐたりけるほどに/端舟にて商ひする者ども寄り来て//その物や買ふ/かの物や買ふ/など尋ね問ひける中に//玉や買ふ/と言ひけるを/聞き入るる人もなかりけるに/さだしげが舎人につかまつりける男/舟の舳に立てりけるが//ここへ持ておはせ/見ん/と言ひければ/袴の腰より/あこやの玉の/大きなる豆ばかりありけるを取り出だして/取らせたりければ/着たりける水干を脱ぎて//これに替へてんや/と言ひければ/玉の主の男//所得したり/と思ひけるに/まどひ取りて/舟をさし放ちて去にければ/舎人も//高く買ひたるにや/と思ひけれども/まどひ去にければ//悔し/と思ふ思ふ/袴の腰に包みて/異水干着替へてぞありける/かかるほどに/日数積りて/博多といふ所に行き着きにけり/さだしげ/舟より下るるままに/物貸したりし唐人のもとに//質は少なかりしに/物は多くありし/など言はんとて/行きたりければ/唐人も待ち悦びて/酒飲ませなどして/物語しけるほどに/この玉持ちの男/下種唐人に会ひて//玉や買ふ/と言ひて/袴の腰より玉を取り出でて/取らせければ/唐人/玉を受け取りて/手の上に置きて/うち振りて見るままに//あさまし/と思たる顔気色にて//これはいくらほど/と問ひければ//欲し/と思ひたる顔気色を見て//十貫/と言ひければ/まどひて//十貫に買はん/と言ひけり//まことは二十貫/と言ひければ/それをもまどひ//買はん/と言ひけり//さては/価高き物にやあらん/と思ひて//たべ/まづ/と乞ひけるを/惜しみけれども/いたく乞ひければ/われにもあらで取らせたりければ//いまよく定めて売らん/とて/袴の腰に包みて/退きにければ/唐人すべきやうもなくて/さだしげと向かひたる船頭がもとにきて/そのことともなくさへづりければ/この船頭/うちうなづきて/さだしげに言ふやう//御従者の中に/玉持ちたる者あり/その玉取りて給はらん/と言ひければ/さだしげ/人を呼びて//この供なる者の中に/玉持ちたる者やある/それ尋ねて呼べ/と言ひければ/このさへづる唐人/走り出でて/やがてその男の袖をひかへて//くは/これぞ/これぞ/とて/引き出でたりければ/さだしげ//まことに玉や持ちたる/と問ひければ/しぶしぶに候ふよしを言ひければ//いで/くれよ/と乞はれて/袴の腰より取り出でたりけるを/さだしげ/郎等して取らせけり/それを取りて/向かひゐたる唐人/手に入れ/受け取りて/うち振りて見て/立ち走り/内に入りぬ//何事にかあらん/と見る程に/さだしげが七十貫が質に置きし太刀どもを/十ながら取らせたりければ/さだしげは/あきれたるやうにてぞありける/古水干一つに替へたるものを/そこばくのものに替へてやみにけん/げにあきれぬべきことぞかし/玉の価は限りなきものといふことは/今始めたることにはあらず/筑紫にたうしせうずといふ者あり/それが語りけるは/ものへ行きける道に/男の/玉や買ふ/と言ひて/反古の端に包みたる玉を/懐より引き出でて取らせたりけるを/見れば/木蓮子よりも小さき玉にてぞありける//これはいくら/と問ひければ//絹二十疋/と言ひければ//あさまし/と思ひて/ものへ行きけるをとどめて/玉持ちの男具して家に帰りて/絹のありけるままに/六十疋ぞ取らせたりける//これは二十疋のみはすまじきものを/少なく言ふがいとほしさに/六十疋を取らするなり/と言ひければ/男/悦びて去にけり/その玉を持ちて/唐に渡りてけるに/道のほど恐しかりけれども/身をも放たず/守りなどのやうに首に懸けてぞありける/悪しき風の吹きければ/唐人は悪しき波風にあひぬれば/船のうちに一の宝と思ふ物を海に入るるなるに//このせうずが玉を海に入れん/と言ひければ/せうずが言ひけるやうは//この玉を海に入れては/生きてもかひあるまじ/ただ/わが身ながら入れば入れよ/とて/かかへてゐたりければ/さすがに人を入るべきやうもなかりければ/とかくいひけるほどに/玉失なふまじき報やありけん/風直りにければ/悦びて入れずなりにけり/その船の一の船頭といふ者も/大きなる玉持ちたりけれども/それは少し平にて/この玉には劣りてぞありける/かくて/唐に行き着きて//玉買はん/と言ひける人のもとに/船頭が玉を/このせうずに持たせてやりけるほどに/道に落してけり/あきれ騒ぎて/帰り求めけれども/いづくにかあらんずる/思ひわびて/わが玉を具して//そこの玉落しつれば/今はすべき方なし/それが代りに/これを見よ/とて取らせたれば//わが玉は/これには劣りたりつるなり/その玉の代りに/この玉を得たらば/罪深かりなん/とて返しけるぞ/さすがにここの人にはたがひたりける/この国の人ならば/取らざらんやは/かくて/この失ひつる玉のこを歎くほどに/遊のもとに往にけり/二人物語しけるついでに/胸をさぐりて//など/胸は騒ぐぞ/と問ひければ//しかじかの人の玉を落して/それが大事なることを思へば/胸騒ぐぞ/と言ひければ//ことはりなり/とぞ/言ひける/さて/帰りて後/二日ばかりありて/この遊のもとより//さしたることなん言はんと思ふ/今のほどに/時かはさず来/と言ひければ//何事かあらん/とて/急ぎ行きたりけるを/例の入る方よりは入れずして/隠れの方より呼び入れければ//いかなることにかあらん/と/思ふ思ふ入りたりければ//これは/もし/それに落したりけん玉か/とて/取り出でたるを見れば/違はずその玉なり//こはいかに/と/あさましくて問へば//ここに/玉売らん/とて過ぎつるを//さること言ひしぞかし/と思ひて/呼び入れて見るに/玉の大きなりつれば//もし/さもや/と思ひて/言ひとどめて/呼びにやりつるなり/と言ふに//こともおろかなり/いづくぞ/その玉持ちたりつらん者は/と言へば//かしこにゐたり/と言ふを呼び取りて/やがて玉の主のもとに率て行きて//これは/しかじかして/そのほどに落したりし玉なり/と言へば/えあらがはで//そのほどに見付けたる玉なり/とぞ言ひける/いささかなるもの取らせてぞ/やりける/さて/その玉を返して後/唐綾一つをば/唐には/美濃五疋がほどにぞ用ゐるなる/せうずが玉をば/唐綾五千段にぞ替へたりける/その価のほどを思ふに/ここにては絹六十疋に替へたる玉を/五万貫に売りたるにこそあんなれ//それを思へば/さだしげが七十貫が質を返したりけんも/驚くべくもなきことにてありけり/と/人の語りしなり/
181,これも今は昔/白河院の御時/北面の雑仕に/うるせき女ありけり/名をば六とぞいひける/殿上人ども/もてなし興じけるに/雨うちそぼ降りて/つれづれなりける日/ある人//六呼びて/つれづれなぐさめん/とて/使をやりて//六呼びて来/と言ひけるに/ほどもなく//六召して参りて候ふ/と言ひければ//あなたより/内の出居の方へ具して来/と言ひければ/侍出で来て//こなたへ参り給へ/と言へば//便なく候ふ/など言へば/侍帰り来て//召し候へば//便なく候ふ/と申して/恐れ申し候ふなり/と言へば//つきみて言ふにこそ/と思ひて//などかくは言ふぞ//ただ来/と言へ/と言へども//僻事にてこそ候ふらめ/先々も内/御出居などへ参ることも候はぬに/と言ひければ/この多くゐたる人々//ただ参り給へ/やうぞあるらん/と責めければ//ずちなき恐れに候へども/召しにて候へば/とて参る/この主/見やりたれば/刑部禄といふ庁官/鬢/髭に白髪まじりたるが/木賊の狩衣に/襖袴着たるが/いとことうるはしく/さやさやと鳴りて/扇を笏に取りて/少しうつぶして/うずくまりゐたり/おほかた/いかに言ふべしとも思えず/ものも言はれねば/この庁官/いよいよ恐れかしこまりて/うつぶしたり/主/さてあるべきならねば//やや/庁にはまた何者か候ふ/と言へば//それがし/かれがし/と言ふ/いと/げにげにしくも思えずして/庁官/後ろざまへすべり行く/この主//かう宮仕へをするこそ神妙なれ/見参には必ず入れんずるぞ/とうまかりね/とてこそやりてけれ/この六/後に聞きて笑ひけりとか/
182,これも今は昔/青蓮院の座主のもとへ/七宮わたらせ給ひたりければ//御つれづれなぐさめ参らせん/とて/若き僧綱/有職など/庚申して遊びけるに/上童のいと憎さげなるが/瓶子取りなどし歩きけるを/ある僧/忍びやかに/上童大童子にも劣りたりと連歌にしたりけるを/人々/しばし案ずるほどに/仲胤僧都/その座にありけるが//やや/胤/はやう付きたり/と言ひければ/若き僧たち//いかに/と顔をまもり合ひ侍りけるに/仲胤/祇園の御会を待つばかりなりと付けたりけり/これをおのおの//この連歌は/いかに付けたるぞ/と忍びやかに言ひ合ひけるを/仲胤聞きて//やや/わたう//連歌だに付かぬ/と付けたるぞかし/と言ひたりければ/これを聞き伝へたるものども/一度に//はつ/ととよみ笑ひけりとか/
183,これも今は昔//月の大将星を犯す/といふ勘文を奉れり//よりて/近衛大将/重く慎み給ふべし/とて/小野宮右大将は/さまざまの御祈りどもありて/春日社/山階寺などにも/御祈りあまたせらる/その時の左大将は/枇杷左大将仲平と申す人にておはしける/東大寺の法蔵僧都は/この左大将の御祈りの師なり//さだめて御祈りのことありなん/と待つに/音もし給はねば/おぼつかなさに/京に上りて/枇杷殿に参りぬ/殿/会ひ給ひて//何事にて上られたるぞ/とのたまへば/僧都申しけるやう//奈良にて承れば//左大将殿/慎み給ふべし/と/天文博士かんがへ申したりとて/右大将殿は春日社/山階寺などに/御祈さまざまに候へば//殿よりも/さだめて候ひなん/と思ひ給へて/案内つかうまつるに//さることも承らず/と/みな申し候へば/おぼつかなく思ひ給へて/参り候ひつるなり/なほ/御祈候はんこそ/よく候はめ/と申しければ/左大将のたまふやう//もつともしかるべきことなり/されど/おのが思ふは//大将の慎むべし/と申すなるに/おのれも慎まば/右大将のために悪しうもこそあれ/かの大将は/才もかしこくいますかり/年も若し/おほやけにつかうまつるべき人なり/おのれにおきては/させることもなし/年も老いたり//いかにもなれ/なんでうことかあらん/と思へば/祈らぬなり/とのたまひければ/僧都/ほろほろとうち泣きて//百千の御祈りにまさるらん/この御心のぢやうにては/ことの恐りさらに候はじ/と言ひてまかでぬ/されば/まことにことなくて/大臣になりて/七十余までなんおはしける/
184,これも今は昔/御堂関白殿/法成寺を建立し給ひて後は/日ごとに御堂へ参らせ給ひけるに/白き犬を愛してなん飼はせ給ひければ/いつも御身を離れず/御供しけり/ある日/例のごとく御供しけるが/門を入らんとし給へば/この犬/御先に塞がるやうに吠えまはりて/内へ入れ奉らじとしければ//なんでふ/とて/車より下りて入らんとし給へば/御衣の裾を食ひて/引きとどめ申さんとしければ//いかさま/やうあることならん/とて/榻を召し寄せて/御尻をかけて/晴明に//きと参れ/と召しにつかはしたりければ/晴明/すなはち参りたり//かかることのあるは/いかが/と尋ね給ひければ/晴明/しばし占ひ申しけるは//これは君を呪詛し奉て候ふ物を/道に埋みて候ふ/御越えあらましかば/悪しく候ふべきに/犬は通力のものにて/告げ申して候ふなり/と申せば//さて/それはいづくにか埋みたる/あらはせ/とのたまへば//やすく候ふ/と申して/しばし占ひて//ここにてふ/と申す所を/掘らせて見給ふに/土五尺ばかり掘りたりければ/案のごとく物ありけり/土器を二つうち合はせて/黄なる紙捻にて十文字にからげたり/開きて見れば/中に物もなし/朱砂にて/一文字を土器の底に書きたるばかりなり//晴明がほかは知りたる者候はず/もし道摩法師やつかまつりたるらん/ただして見候はん/とて/懐より紙を取り出だし/鳥の姿に引き結びて/呪を誦じかけて/空へ投げ上げれば/たちまちに白鷺になりて/南をさして飛び行きけり//この鳥の落ち着かん所を見て参れ/とて/下部を走らするに/六条坊門/万里小路辺に/古りたる家の諸折戸へ落ち入りにけり/すなはち/家主/老法師にてありける/からめ捕りて参りたり/呪詛のゆゑを問はるるに//堀川左大臣顕光公の語りを得てつかまつりたり/とぞ申しける//このうへは/流罪すべけれども/道摩が咎にはあらず/とて//向後/かかるわざすべからず/とて/本国播磨へ追ひ下されにけり/この顕光公は/死後に怨霊となりて/御堂殿辺へは祟りをなされけり/悪霊左府と名付く云々/犬はいよいよ不便にせさせ給ひけるとなん/
185,これも今は昔/丹後前司高階俊平といふ者ありけり/後には法師になりて/丹後入道とてぞありける/それが弟にて/司もなくてある者ありけり/それが主の供に下りて/筑紫にありけるほどに/新しく渡りたりける唐人の/算いみじく置くありけり/それに会ひて//算置くこと習はん/と言ひけれども/初めは心にも入れで教へざりけるを/少し置かせてみて//いみじく算置きつべかりけり/日本にありては何にかはせん/日本に算置く道/いとしもかしこからぬ所なり/われに具して唐に渡らんと言はば/教へん/と言ひければ//よくだに教へて/その道にかしこくだにもなりなば/言はんにこそ従はめ/唐に渡りても/用ゐられてだにありぬべくは/言はんに従ひて/唐にも具せられて行かん/なんど/ことよく言ひければ/それになん引かれて/心に入れて教へける/教ふるに従ひて/一事を聞きては十事を知るやうになりければ/唐人もいみじくめでて//わが国に算置くものは多かれど/なんぢばかり/この道に心得たる者はなきなり/必ずわれに具して/唐へ渡れ/と言ひければ//さらなり/言はんに従はん/と言ひけり//この算の道には/病する人を置きやむる術もあり/また/病せねども/憎し/妬しと思ふ者を/たちどころに置き殺す術などあるも/さらに惜しみ隠さじ/君に伝へんとす/確かにわれに具せんといふ誓言立てよ/と言ひければ/まほには立てず/少しは立てなどしければ//なほ人殺す術をば/唐へ渡らん船の中にて伝へん/とて/異事どもをば/よく教へたりけれども/その一事をば/ひかへて教へざりけり/かかるほどに/よく習ひ伝へてけり/それに/にはかに主のことありて上りければ/その供に上りけるを/唐人聞きて/とどめけれども//いかでか/年ごろの君の/かかることありて/にはかに上り給はん/送りせではあらん/思ひ知り給へ/約束をば違ふまじきぞ/などすかしければ//げに/と唐人思ひて//さは/必ず帰りて来よ/今日明日にても/唐へ帰らんと思ふに/君の来たらんを待ちつけて渡らん/と言ひければ/その契りを深くして/京に上りにけり/世中のすさまじきままには//やをら唐にや渡りなまし/と思ひけれども/京に上りにければ/親しき人々に言ひとどめられて/俊平入道など聞きて/制しとどめければ/筑紫へだにえ行かずなりにけり/この唐人は/しばしは待ちけるに/音もせざりければ/わざと使おこせて/文を書きて/恨みおこせけれども//年老いたる親のあるが/今日明日とも知らねば/それがならんやう見果てて行かんと思ふなり/と言ひやりて/行かずなりにければ/しばしこそ待ちけれども//謀りけるなりけり/と思へば/唐人は唐に帰り渡りて/よく呪ひて行きにけり/初めはいみじくかしこかりける者の/唐人に呪はれて後には/いみじく呆けて/ものも覚えぬやうにてありければ/しわびて法師になりてけり/入道の君とて/ほうけほうけとして/させることなき者にて/俊平入道がもとと/山寺などに通ひてぞありける/ある時/若き女房どもの集まりて/庚申しける夜/この入道の君/片隅に呆けたる体にてゐたりけるを/夜更けけるままに/眠たがりて/中に若く誇りたる女房の言ひけるやう//入道の君こそ/かかる人はをかしき物語などもするぞかし/人々笑ひぬべからん物語し給へ/笑ひて目覚まさん/と言ひければ/入道//おのれは口てづつにて/人の笑ひ給ふばかりの物語はえし侍らじ/さはありとも/笑はんとだにあらば/笑はかし奉りてんかし/と言ひければ///物語はせじ/ただ笑はさん/とあるは/猿楽をし給ふか/それは物語よりはまさることにてこそあらめ/と/まだしきに笑ひければ//さも侍らず/ただ/笑はかし奉らんと思ふなり/と言ひければ//こは何事ぞ/とく笑はかし給へ/いづらいづら/と責められて/何にかあらん/物持ちて/火の明かき所へ出で来たりて//何事せんずるぞ/と見れば/算の袋を引き解きて/算をさらさらと出だしければ/これを見て/女房ども//これがをかしきことにてあるか/あるか/と//いざいざ/笑はん/など嘲るを/いらへもせで/算をさらさらと置きゐたりけり/置き果てて/広さ七/八分ばかりの算のありけるを/一つとりいでて/手にささげて//御前たち/さは/いたく笑ひ給ひて/わび給ふなよ/いざ/笑はかし奉らん/と言ひければ//その算ささげ給へるこそ/をこがましくてをかしけれ/何事にて/わぶばかりは笑はんぞ/など言ひ合ひたりけるに/その八分ばかりの算を置き加ふると見たれば/ある人みなながら/すずろにゑつぼに入りにけり/いたく笑ひて/とどまらんとすれどもかなはず/腹のわた切るる心地して/死ぬべく覚えければ/涙をこぼし/すべき方なくて/ゑつぼに入りたる者ども/ものをだにえ言はで/入道に向ひて/手をすりければ//さればこそ申しつれ/笑ひ飽き給ひぬや/と言ひければ/うなづき騒ぎて/伏し返り/笑ふ笑ふ手をすりければ/よくわびしめて後に/置きたる算をさらさらと押しこぼちたりければ/笑ひさめにけり//今しばしあらましかば死なまし/また/かばかり耐へがたきことこそなかりつれ/とぞ言ひ合ひける/笑ひ困じて/集まり伏して/病むやうにぞしける/かかれば///人を置き殺し/置き生くる術あり/と言ひけるをも伝へたらましかば/いみじからまし/とぞ/人も言ひける/算の道は恐しきことにてぞありけるとなむ/
